division,season,team_id,team_name,games,wins,losses,win_pct,avg_points_for,avg_points_against,avg_margin,avg_num_ot,fg_pct,fg3_pct,ft_pct,efg_pct,opp_efg_pct,ft_rate,fg3_rate,turnover_rate,assist_rate,ast_to_ratio,orb_per_game,drb_per_game,orb_pct,drb_pct,stl_per_game,blk_per_game,pf_per_game,avg_possessions,off_rating,def_rating,net_rating,last10_win_pct,last10_avg_margin,last10_avg_points_for,last10_avg_points_against,last5_win_pct,last5_avg_margin,opp_avg_win_pct,opp_avg_margin,elo_rating,massey_mean_rank,massey_median_rank,massey_best_rank,massey_worst_rank,massey_rank_std,massey_system_count
W,2010,3102,Air Force,28,1,27,0.03571428571428571,51.82142857142857,71.78571428571429,-19.964285714285715,0.0,0.3602150537634409,0.28444444444444444,0.6783783783783783,0.4032258064516129,0.5471817606079797,0.24865591397849462,0.3024193548387097,0.30046038284468135,0.5354477611940298,0.5786290322580645,12.464285714285714,19.535714285714285,0.34316617502458213,0.6037527593818984,6.035714285714286,0.6428571428571429,14.964285714285714,64.85401785714285,80.13254176446225,110.37436678884724,-30.241825024384994,0.0,-25.2,49.5,74.7,0.0,-24.8,0.5543090797219888,2.017044625831423,1298.7902060958513,0.0,0.0,0.0,0.0,0.0,0.0
W,2010,3103,Akron,30,17,13,0.5666666666666667,62.233333333333334,59.63333333333333,2.6,0.03333333333333333,0.402291917973462,0.3155080213903743,0.70578231292517,0.4378769601930036,0.4254093389933293,0.3546441495778046,0.2255729794933655,0.2859050878584248,0.6041979010494752,0.7354014598540146,14.2,23.566666666666666,0.39664804469273746,0.6335125448028673,8.033333333333333,2.4,17.533333333333335,68.81125,90.66187539455154,86.45122319540924,4.210652199142302,0.6,4.1,63.2,59.1,0.6,5.2,0.47812977043418275,-0.5637848545887572,1544.2488535203884,0.0,0.0,0.0,0.0,0.0,0.0
W,2010,3104,Alabama,29,11,18,0.3793103448275862,64.13793103448276,67.0,-2.8620689655172415,0.10344827586206896,0.39811215991116045,0.29508196721311475,0.6160164271047228,0.4330927262631871,0.43979357798165136,0.27040533037201553,0.23709050527484732,0.27589218371640667,0.5299860529986054,0.6834532374100719,14.482758620689655,25.93103448275862,0.35353535353535354,0.6356720202874049,7.379310344827586,2.9310344827586206,20.413793103448278,74.8603448275862,85.78049877209368,89.39190044051851,-3.6114016684248327,0.3,-12.8,56.3,69.1,0.4,-4.4,0.5292782937016473,1.8853816101835934,1462.2653917844577,0.0,0.0,0.0,0.0,0.0,0.0
W,2010,3105,Alabama A&M,27,14,13,0.5185185185185185,60.77777777777778,64.74074074074075,-3.962962962962963,0.0,0.40058266569555717,0.30711610486891383,0.6986301369863014,0.4304442825928623,0.42852543464262716,0.4785142024763292,0.19446467589220684,0.406719291490181,0.4781818181818182,0.3890532544378698,13.666666666666666,23.37037037037037,0.3908898305084746,0.6061479346781941,8.777777777777779,5.148148148148148,19.14814814814815,74.01296296296296,82.37641655058168,87.19835380682173,-4.821937256240048,0.6,-3.7,59.8,63.5,0.4,-6.8,0.4086570010675953,-3.869157467958484,1487.4937560478622,0.0,0.0,0.0,0.0,0.0,0.0
W,2010,3106,Alabama St,29,12,17,0.41379310344827586,55.13793103448276,57.41379310344828,-2.2758620689655173,0.034482758620689655,0.34808067664281067,0.2805755395683453,0.6479885057471264,0.3734547820429408,0.38979591836734695,0.4528301886792453,0.180871828236825,0.31629087910418613,0.6224299065420561,0.5711835334476844,15.0,24.75862068965517,0.3904847396768402,0.6666666666666666,8.03448275862069,4.482758620689655,22.06896551724138,69.3926724137931,79.33121651121255,82.86983463361828,-3.5386181224057367,0.5,2.2,57.1,54.9,0.8,7.0,0.4363720666945514,-3.533691711585252,1464.750524642829,0.0,0.0,0.0,0.0,0.0,0.0
W,2010,3107,SUNY Albany,30,11,19,0.36666666666666664,56.4,61.8,-5.4,0.1,0.3337066069428891,0.2905982905982906,0.6286701208981001,0.3717805151175812,0.4244288224956063,0.32418812989921614,0.2620380739081747,0.24843685685724926,0.4748322147651007,0.5581854043392505,14.566666666666666,24.066666666666666,0.3333333333333333,0.63668430335097,9.4,3.0,16.2,70.85333333333334,79.398411562511,87.44561180091266,-8.047200238401658,0.4,-3.2,57.1,60.3,0.4,-7.0,0.457178796206883,-2.3096862845163737,1432.914439206029,0.0,0.0,0.0,0.0,0.0,0.0
W,2010,3108,Alcorn St,28,8,20,0.2857142857142857,60.357142857142854,70.28571428571429,-9.928571428571429,0.03571428571428571,0.3417647058823529,0.2972972972972973,0.6300309597523219,0.3773529411764706,0.5010337698139214,0.38,0.23941176470588235,0.2897834939321856,0.5094664371772806,0.5147826086956522,14.714285714285714,18.964285714285715,0.33742833742833744,0.5822368421052632,11.464285714285714,1.1071428571428572,22.857142857142858,77.04955357142856,77.88556812682904,91.75145984125318,-13.865891714424137,0.3,-2.9,65.1,68.0,0.4,-2.6,0.4752200480353289,-1.7349169958346324,1408.8278213846118,0.0,0.0,0.0,0.0,0.0,0.0
W,2010,3110,American Univ,21,13,8,0.6190476190476191,60.42857142857143,54.38095238095238,6.0476190476190474,0.047619047619047616,0.4001766784452297,0.3052959501557632,0.7507082152974505,0.44346289752650175,0.41674167416741675,0.3118374558303887,0.2835689045936396,0.2478016344032564,0.5320088300220751,0.7554858934169278,12.904761904761905,23.19047619047619,0.3717421124828532,0.6536912751677852,7.9523809523809526,3.9047619047619047,14.571428571428571,64.17380952380952,94.1621681785297,84.74167516927929,9.420493009250407,0.8,13.0,60.9,47.9,0.8,14.4,0.510249797033985,-0.8549707264419519,1566.339824796598,0.0,0.0,0.0,0.0,0.0,0.0
W,2010,3111,Appalachian St,31,19,12,0.6129032258064516,66.41935483870968,63.83870967741935,2.5806451612903225,0.06451612903225806,0.43329718004338397,0.3463541666666667,0.6368932038834951,0.46936008676789587,0.4152588555858311,0.27928416485900215,0.20824295010845986,0.3177822853279243,0.6182728410513142,0.7507598784194529,14.516129032258064,27.419354838709676,0.39198606271777003,0.6703470031545742,9.935483870967742,6.516129032258065,20.032258064516128,73.85806451612903,89.65329559679965,86.70032748102473,2.9529681157749224,0.7,9.0,67.8,58.8,0.6,6.2,0.4883747964989667,-0.6263730971259946,1556.992831046182,0.0,0.0,0.0,0.0,0.0,0.0
W,2010,3112,Arizona,31,14,17,0.45161290322580644,65.41935483870968,66.51612903225806,-1.096774193548387,0.06451612903225806,0.4198300283286119,0.31069958847736623,0.6833910034602076,0.46260623229461756,0.4225529767911201,0.3274787535410765,0.2753541076487252,0.2797971594398114,0.5020242914979757,0.6584070796460177,12.03225806451613,26.258064516129032,0.3381686310063463,0.6276021588280648,7.32258064516129,2.967741935483871,15.516129032258064,71.89637096774194,90.87853733951737,92.63148437236778,-1.7529470328504146,0.3,-6.0,58.4,64.4,0.2,-11.2,0.5458538908225388,2.7465577282300164,1485.251633729132,0.0,0.0,0.0,0.0,0.0,0.0
